Date,Rank,TRACK,Peak,Prev,Streak,Streams
2025-01-09,"175
5","Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")
Ayushmann Khurrana, Tanishk-Vayu",11,170,28,"1,306,178"
2025-01-09,"176
54","Kissik (From ""Pushpa 2 The Rule"") [HINDI]
Lothika, Sublahshini, Devi Sri Prasad, Raqueeb Alam",122,122,4,"1,305,915"
2025-01-09,"177
40","Aam Jahe Munde
Parmish Verma, PARDHAAN, Desi Crew",20,137,78,"1,305,181"
2025-01-09,"178
Re-Entry","Banjaara (From ""Ek Villain"")
Mohammed Irfan",146,—,1,"1,302,677"
2025-01-09,"179
New","2 Khatole
Masoom Sharma, Manjeet Mor, Chahal Saab, Vikash Rajana",179,—,1,"1,302,552"
2025-01-09,"180
6","Zara Sa
Pritam, KK",33,174,15,"1,302,354"
2025-01-09,"181
35","9:45
Prabh Singh, Jay Trak, Rooh Sandhu",9,146,79,"1,300,376"
2025-01-09,"182
4","Alag Aasmaan
Anuv Jain",30,178,62,"1,294,130"
2025-01-09,"183
Re-Entry","Rang Lageya
Mohit Chauhan, Rochak Kohli",35,—,1,"1,283,451"
2025-01-09,"184
2","Zihaal e Miskin
Javed-Mohsin, Vishal Mishra, Shreya Ghoshal",7,186,12,"1,281,096"
2025-01-09,"185
14","Samjhawan
Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",70,199,2,"1,280,590"
2025-01-09,"186
46","Ami Je Tomar 3.0
Amaal Mallik, Shreya Ghoshal, Sameer Anjaan, Pritam",47,140,9,"1,274,958"
2025-01-09,"187
40","Pirai Thedum
Saindhavi, G. V. Prakash",107,147,5,"1,268,817"
2025-01-09,"188
Re-Entry","Piya O Re Piya
Atif Aslam, Shreya Ghoshal, Sachin-Jigar",114,—,1,"1,252,420"
2025-01-09,"189
5","King Shit
Shubh",5,184,53,"1,247,776"
2025-01-09,"190
2","Dil Se Dil Tak (From ""Bawaal"")
Akashdeep Sengupta, Laqshay Kapoor, Kausar Munir, Suvarna Tiwari",38,192,5,"1,246,837"
2025-01-09,"191
New","La La La
Dhanda Nyoliwala",191,—,1,"1,237,325"
2025-01-09,"192
New","Blender
Masoom Sharma, Swara Verma, Dev Chouhan, Pooja Saxena",192,—,1,"1,234,979"
2025-01-09,"193
Re-Entry","NaaNaa Hyraanaa (From ""Game Changer"") (Telugu)
Thaman S, Karthik, Shreya Ghoshal, Ramajogayya Sastry",143,—,1,"1,234,908"
2025-01-09,"194
Re-Entry","Kun Faya Kun
A.R. Rahman, Javed Ali, Mohit Chauhan",60,—,1,"1,230,670"
2025-01-09,"195
Re-Entry","Mahiye Jinna Sohna
Darshan Raval",2,—,1,"1,224,274"
2025-01-09,"196
Re-Entry","Tum Tak
A.R. Rahman, Javed Ali, KIRTI SAGATHIA, Pooja AV",167,—,1,"1,224,269"
2025-01-09,"197
Re-Entry","Hale Dil
Harshit Saxena",98,—,1,"1,223,785"
2025-01-09,"198
77","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]
Shreya Ghoshal, Devi Sri Prasad, Chandra Bose",89,121,6,"1,222,813"
2025-01-09,"199
Re-Entry","Aaj Bhi 2
Vishal Mishra",110,—,1,"1,217,430"
2025-01-09,"200
25","Check It Out
Parmish Verma, Paradox",19,175,4,"1,213,910"
2025-01-16,"1
1","Sahiba
Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma",1,2,8,"8,008,061"
2025-01-16,"2
1","Ishq Hai
Anurag Saikia, Raj Shekhar, Romy, Amarabha Banerjee, Varun Jain, Madhubanti Bagchi, Mismatched - Cast",1,1,5,"7,391,746"
2025-01-16,"3
 – ","Jo Tum Mere Ho
Anuv Jain",1,3,23,"6,412,557"
2025-01-16,"4
 – ","Raanjhan (From ""Do Patti"")
Sachet-Parampara, Parampara Tandon, Kausar Munir",2,4,13,"6,195,123"
2025-01-16,"5
 – ","Die With A Smile
Lady Gaga, Bruno Mars",4,5,16,"5,224,560"
2025-01-16,"6
 – ","Ishq
Faheem Abdullah, Rauhan Malik, Amir Ameer",2,6,42,"4,951,070"
2025-01-16,"7
1","Millionaire
Yo Yo Honey Singh",3,8,20,"4,196,669"
2025-01-16,"8
3","Aaj Ki Raat (From ""Stree 2"")
Sachin-Jigar, Madhubanti Bagchi, Divya Kumar, Amitabh Bhattacharya",1,11,25,"4,167,870"
2025-01-16,"9
2","Wavy
Karan Aujla",4,7,9,"4,125,914"
2025-01-16,"10
 – ","Apna Bana Le
Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",1,10,64,"3,775,801"
2025-01-16,"11
2","Sajni (From ""Laapataa Ladies"")
Ram Sampath, Arijit Singh, Prashant Pandey",1,9,37,"3,768,111"
2025-01-16,"12
 – ","Jaana Samjho Na (From ""Bhool Bhulaiyaa 3"")
Aditya Rikhari, Tulsi Kumar, Lijo George-Dj Chetas",9,12,11,"3,398,211"
2025-01-16,"13
2","Russian Bandana
Dhanda Nyoliwala",6,15,16,"3,335,686"
2025-01-16,"14
 – ","Payal
Yo Yo Honey Singh, Paradox",14,14,8,"3,311,161"
2025-01-16,"15
2","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")
Arijit Singh, Mithoon",2,13,294,"3,219,281"
2025-01-16,"16
5","blue
yung kai",16,21,6,"3,183,311"
2025-01-16,"17
3","Tum Se Hi
Pritam, Mohit Chauhan, Irshad Kamil",14,20,249,"3,117,181"
2025-01-16,"18
1","Softly
Karan Aujla, Ikky",4,17,74,"3,011,431"
2025-01-16,"19
5","Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")
Sachin-Jigar, Raghav Chaitanya, Varun Jain, Indraneel",10,24,47,"3,004,536"
2025-01-16,"20
1","Husn
Anuv Jain",1,19,59,"2,998,411"
2025-01-16,"21
5","APT.
ROSÉ, Bruno Mars",13,16,13,"2,947,332"
2025-01-16,"22
5","Chuttamalle (From ""Devara Part 1"")
Shilpa Rao, Anirudh Ravichander, Ramajogayya Sastry",4,27,24,"2,882,010"
2025-01-16,"23
5","Satranga (From ""ANIMAL"")
Arijit Singh, Shreyas Puranik, Siddharth - Garima",2,18,64,"2,816,256"
2025-01-16,"24
8","Ye Tune Kya Kiya
Pritam, Javed Bashir",24,32,41,"2,765,690"
2025-01-16,"25
 – ","Sang Rahiyo (feat. Ujjwal Kashyap)
Jasleen Royal, Ujjwal Kashyap",21,25,44,"2,721,516"
2025-01-16,"26
4","Pehle Bhi Main
Vishal Mishra, Raj Shekhar",1,22,59,"2,720,843"
2025-01-16,"27
1","Dekhha Tenu (From ""Mr. And Mrs. Mahi"")
Mohammad Faiz, Jaani",2,26,35,"2,686,428"
2025-01-16,"28
6","Aayi Nai (From ""Stree 2"")
Sachin-Jigar, Pawan Singh, Simran Choudhary, Divya Kumar, Amitabh Bhattacharya",2,34,23,"2,678,346"
2025-01-16,"29
 – ","Tauba Tauba
Karan Aujla",1,29,28,"2,673,353"
2025-01-16,"30
1","Humdard (From ""Ek Villain"")
Arijit Singh",24,31,136,"2,651,498"
2025-01-16,"31
2","Mere Sohneya (From ""Kabir Singh"")
Sachet Tandon, Parampara Tandon, Sachet-Parampara",4,33,104,"2,549,625"
2025-01-16,"32
6","O Maahi
Pritam, Arijit Singh, Irshad Kamil",4,38,57,"2,535,684"
2025-01-16,"33
5","Born to Shine
Diljit Dosanjh",14,28,46,"2,515,816"
2025-01-16,"34
1","Tainu Khabar Nahi - From ""Munjya""
Sachin-Jigar, Arijit Singh",17,35,31,"2,500,884"
2025-01-16,"35
2","Naina (From ""Crew"")
Diljit Dosanjh, Badshah, Raj Ranjodh",3,37,45,"2,432,760"
2025-01-16,"36
13","Subhanallah
Pritam, Sreeram, Shilpa Rao",36,49,26,"2,397,475"
2025-01-16,"37
14","Ajab Si
Vishal-Shekhar, KK",23,23,126,"2,374,676"
2025-01-16,"38
1","Baarishein
Anuv Jain",16,39,152,"2,355,822"
2025-01-16,"39
7","Maiyya
Sachet-Parampara, Sachet Tandon, Parampara Tandon, Kausar Munir",39,46,6,"2,348,876"
2025-01-16,"40
3","Tera Hone Laga Hoon
Atif Aslam, Alisha Chinai, Pritam",33,43,192,"2,326,202"
2025-01-16,"41
11","Mera Mann
Juss, MixSingh",12,30,6,"2,325,350"
2025-01-16,"42
2","Heeriye (feat. Arijit Singh)
Jasleen Royal, Arijit Singh, Dulquer Salmaan",1,44,77,"2,304,236"
2025-01-16,"43
1","Jeena Jeena
Sachin-Jigar, Atif Aslam",29,42,51,"2,284,641"
2025-01-16,"44
4","Khoobsurat (From ""Stree 2"")
Sachin-Jigar, Vishal Mishra, Amitabh Bhattacharya",5,48,22,"2,270,749"
2025-01-16,"45
5","Tu hai kahan
AUR",1,40,66,"2,265,110"
2025-01-16,"46
10","Ranjha (From ""Shershaah"")
Jasleen Royal, B Praak, Romy",1,56,180,"2,245,189"
2025-01-16,"47
6","Suniyan Suniyan
Juss, MixSingh",3,41,35,"2,241,435"
2025-01-16,"48
3","Victory Anthem
Khushi TDT, Lash curry, Audiocrackerr",17,45,10,"2,225,756"
2025-01-16,"49
1","Saibo
Sachin-Jigar, Shreya Ghoshal, Tochi Raina",31,50,214,"2,214,769"
2025-01-16,"50
2","Kaise Hua (From ""Kabir Singh"")
Vishal Mishra, Manoj Muntashir",5,52,292,"2,176,033"
2025-01-16,"51
4","O Saathi
Atif Aslam, Arko",47,47,66,"2,129,275"
2025-01-16,"52
5","Humsafar (From ""Badrinath Ki Dulhania"")
Akhil Sachdeva, Mansheel Gujral",52,57,11,"2,125,638"
2025-01-16,"53
2","Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")
Mitraz",2,51,51,"2,124,969"
2025-01-16,"54
80","Godari Gattu Meedha (From ""Sankranthiki Vasthunam"")
Ramana Gogula, Madhupriya, Bheems Ceciroleo, Bhaskarabhatla",54,134,3,"2,116,934"
2025-01-16,"55
2","One Love
Shubh",3,53,74,"2,115,017"
2025-01-16,"56
3","Peelings (From ""Pushpa 2 The Rule"") [TELUGU]
Shankarr Babu Kandukoori, Laxmi Dasa, Devi Sri Prasad, Chandra Bose, Siju Thuravoor",19,59,6,"2,090,175"
2025-01-16,"57
25","Jhol
Maanu, Annural Khalid",57,82,5,"2,081,239"
2025-01-16,"58
8","Desi Kalakaar
Yo Yo Honey Singh",13,66,23,"2,036,547"
2025-01-16,"59
23","Aaye Haaye (Feat. Nora Fatehi)
Karan Aujla, Neha Kakkar, Jay Trak",32,36,6,"2,034,638"
2025-01-16,"60
 – ","Tera Ban Jaunga (From ""Kabir Singh"")
Akhil Sachdeva, Tulsi Kumar",4,60,71,"2,032,867"
2025-01-16,"61
 – ","Agar Tum Saath Ho (From ""Tamasha"")
Alka Yagnik, Arijit Singh",4,61,285,"2,030,727"
2025-01-16,"62
 – ","Kho Gaye
Taaruk Raina, Mismatched - Cast",8,62,4,"2,023,661"
2025-01-16,"63
 – ","Tum Hi Ho
Mithoon, Arijit Singh",42,63,207,"2,015,295"
2025-01-16,"64
4","Dil Diyan Gallan
Atif Aslam",53,68,114,"2,013,270"
2025-01-16,"65
1","White Brown Black
Avvy Sra, Karan Aujla, Jaani",29,64,109,"2,009,060"
2025-01-16,"66
27","Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")
Vishal Mishra, Rashmeet Kaur",5,93,80,"2,000,012"
2025-01-16,"67
13","Shree Hanuman Chalisa
Hariharan",39,54,119,"1,998,364"
2025-01-16,"68
13","Tumhare Hi Rahenge Hum (From ""Stree 2"")
Sachin-Jigar, Varun Jain, Shilpa Rao, Amitabh Bhattacharya",8,55,22,"1,987,303"
2025-01-16,"69
2","Excuses
AP Dhillon, Gurinder Gill, Intense",1,71,169,"1,966,488"
2025-01-16,"70
5","Bandana
Shubh",8,65,42,"1,965,337"
2025-01-16,"71
1","Shayad
Pritam, Arijit Singh",1,72,261,"1,923,223"
2025-01-16,"72
8","Ishq Sufiyana (Male)
Vishal-Shekhar, Kamal Khan",72,80,6,"1,905,680"
2025-01-16,"73
6","Haan Ke Haan
Sohail Sen, Monali Thakur, Kausar Munir",9,67,24,"1,901,751"
2025-01-16,"74
 – ","Soch Na Sake
Amaal Mallik, Arijit Singh, Tulsi Kumar",46,74,77,"1,888,922"
2025-01-16,"75
2","Pehli Dafa
Atif Aslam, Shiraz Uppal",73,73,54,"1,888,700"
2025-01-16,"76
7","Aasa Kooda - From ""Think Indie""
Sai Abhyankkar, Sai Smriti",3,83,30,"1,878,466"
2025-01-16,"77
28","Bujji Thalli (From ""Thandel"")
Devi Sri Prasad, Javed Ali, Shree Mani",77,105,7,"1,876,496"
2025-01-16,"78
20","Maula Mere Maula
Roop Kumar Rathod",78,98,22,"1,844,096"
2025-01-16,"79
10","Maiyya Mainu
Sachet Tandon",5,69,22,"1,832,536"
2025-01-16,"80
10","Soulmate
Badshah, Arijit Singh",2,90,43,"1,831,537"
2025-01-16,"81
6","Cheques
Shubh",1,75,86,"1,824,990"
2025-01-16,"82
42","Departure Lane
Talha Anjum, Umair",82,124,2,"1,805,075"
2025-01-16,"83
13","Samjho Na
Aditya Rikhari",23,70,83,"1,801,290"
2025-01-16,"84
26","Morni
Badshah, Sharvi Yadav, Hiten",33,58,8,"1,799,521"
2025-01-16,"85
8","Tu Hain Toh (From ""Mr. And Mrs. Mahi"")
Bunny, Hunny, Sagar",8,77,30,"1,790,314"
2025-01-16,"86
10","Blue Eyes
Yo Yo Honey Singh",38,76,20,"1,764,543"
2025-01-16,"87
1","O Meri Laila
Atif Aslam, Jyotica Tangri",16,86,23,"1,762,135"
2025-01-16,"88
7","Tere Bina Na Guzara E
Josh Brar",19,81,14,"1,739,165"
2025-01-16,"89
2","Kesariya
Pritam, Arijit Singh, Amitabh Bhattacharya",1,87,131,"1,738,823"
2025-01-16,"90
6","Mann Mera
Gajendra Verma",26,84,62,"1,727,265"
2025-01-16,"91
26","Malang Sajna
Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",4,117,104,"1,700,169"
2025-01-16,"92
3","Jeene Laga Hoon
Atif Aslam, Shreya Ghoshal, Sachin-Jigar",62,95,15,"1,692,427"
2025-01-16,"93
14","Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")
Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",15,79,64,"1,688,953"
2025-01-16,"94
2","Old Money
AP Dhillon",13,92,22,"1,685,352"
2025-01-16,"95
5","Tera Fitoor
Arijit Singh",61,100,3,"1,681,574"
2025-01-16,"96
7","AANKH
Sunidhi Chauhan, Rusha & Blizza",96,103,4,"1,681,055"
2025-01-16,"97
13","Pee Loon
Pritam, Mohit Chauhan, Irshad Kamil",37,110,47,"1,674,223"
2025-01-16,"98
74","Tenu Sang Rakhna
Achint, Arijit Singh, Anumita Nadesan, Varun Grover",98,172,2,"1,671,544"
2025-01-16,"99
21","Love Dose
Yo Yo Honey Singh",32,78,20,"1,669,972"
2025-01-16,"100
9","Soni Soni (From ""Ishq Vishk Rebound"")
Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini",4,91,33,"1,669,955"
2025-01-16,"101
4","Tere Bina
A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",97,97,21,"1,669,927"
2025-01-16,"102
27","Manjha
Vishal Mishra",16,129,97,"1,666,457"
2025-01-16,"103
1","Dil Tu Jaan Tu
Gurnazar, Chet Singh",14,102,25,"1,664,853"
2025-01-16,"104
33","Manasilaayo
Anirudh Ravichander, Malaysia Vasudevan, Deepthi Suresh, Yugendran Vasudevan",7,137,19,"1,664,663"
2025-01-16,"105
6","Hamari Adhuri Kahani (Title Track)
Jeet Gannguli, Arijit Singh",56,99,126,"1,662,292"
2025-01-16,"106
17","Hey Minnale
G. V. Prakash, Haricharan, Shweta Mohan, Karthik Netha",10,123,14,"1,662,137"
2025-01-16,"107
5","God Damn
Badshah, Karan Aujla, Hiten",15,112,43,"1,656,414"
2025-01-16,"108
6","Kabira
Pritam, Tochi Raina, Rekha Bhardwaj",31,114,249,"1,656,124"
2025-01-16,"109
24","Zaroor
Aparshakti Khurana, Savi Kahlon",13,85,24,"1,653,585"
2025-01-16,"110
22","Hawayein
Pritam, Arijit Singh",51,88,97,"1,637,297"
2025-01-16,"111
7","Tu Jaane Na
Atif Aslam, Pritam",71,118,51,"1,621,875"
2025-01-16,"112
11","Saiyyan
Kailash Kher, Paresh Kamath, Naresh Kamath",101,101,27,"1,621,847"
2025-01-16,"113
43","Ilahi
Pritam, Arijit Singh",113,156,3,"1,620,877"
2025-01-16,"114
29","Ishq Di Baajiyaan
Shankar-Ehsaan-Loy, Diljit Dosanjh",114,143,6,"1,620,768"
2025-01-16,"115
76","La La La
Dhanda Nyoliwala",115,191,2,"1,610,960"
2025-01-16,"116
1","Chaleya
Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",1,115,75,"1,609,345"
2025-01-16,"117
9","Ae Dil Hai Mushkil Title Track
Pritam, Arijit Singh",79,108,125,"1,595,696"
2025-01-16,"118
12","Mitwa
Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",106,106,12,"1,595,305"
2025-01-16,"119
8","Kasturi (From ""Amar Prem Ki Prem Kahani"")
Arijit Singh, Prasad S, Kunaal Vermaa",65,111,13,"1,594,019"
2025-01-16,"120
5","Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")
Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",9,125,81,"1,590,024"
2025-01-16,"121
25","Ve Haaniyaan
Danny, Avvy Sra, Sagar",10,96,50,"1,584,351"
2025-01-16,"122
10","Mast Magan (From ""2 States"")
Arijit Singh, Chinmayi",45,132,136,"1,583,198"
2025-01-16,"123
29","Kinni Kinni
Diljit Dosanjh, thiarajxtt",24,94,62,"1,577,900"
2025-01-16,"124
34","Chale Aana (From ""De De Pyaar De"")
Amaal Mallik, Armaan Malik, Kunaal Vermaa",18,158,10,"1,576,087"
2025-01-16,"125
18","Hasi - Male Version
Ami Mishra, Kunaal Vermaa",77,107,81,"1,572,199"
2025-01-16,"126
9","O Rangrez
Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali",126,135,11,"1,571,415"
2025-01-16,"127
12","Kissik (From ""Pushpa 2 The Rule"") [TELUGU]
Sublahshini, Devi Sri Prasad, Chandra Bose",30,139,7,"1,568,205"
2025-01-16,"128
12","Taras - From ""Munjya""
Sachin-Jigar, Jasmine Sandlas, Amitabh Bhattacharya",38,116,31,"1,561,561"
2025-01-16,"129
40","Mere Mehboob
Sachin-Jigar, Shilpa Rao, Sachet Tandon, Priya Saraiya",29,89,15,"1,559,459"
2025-01-16,"130
24","Illuminati
Sushin Shyam, Dabzee, Vinayak Sasikumar",3,154,41,"1,541,561"
2025-01-16,"131
10","I Wanna Be Yours
Arctic Monkeys",48,121,114,"1,537,153"
2025-01-16,"132
13","Kahani Suno 2.0
Kaifi Khalil",1,119,109,"1,531,968"
2025-01-16,"133
2","Tere Sang Yaara
Atif Aslam, Manoj Muntashir",125,131,10,"1,529,087"
2025-01-16,"134
21","Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")
Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",1,155,3,"1,526,580"
2025-01-16,"135
7","Pani Da Rang - Male Vocals
Ayushmann Khurrana, Rochak Kohli",68,128,8,"1,521,708"
2025-01-16,"136
6","Maan Meri Jaan
King",1,130,118,"1,521,180"
2025-01-16,"137
33","Winning Speech
Karan Aujla, Mxrci",8,104,35,"1,520,183"
2025-01-16,"138
10","Knife Brows
Dhanda Nyoliwala",80,148,10,"1,518,063"
2025-01-16,"139
22","Phir Mohabbat (From ""Murder 2"")
Mohammed Irfan, Arijit Singh, Saim Bhat",135,161,3,"1,510,242"
2025-01-16,"140
31","Lemonade
Diljit Dosanjh",26,109,124,"1,497,393"
2025-01-16,"141
10","Phir Bhi Tumko Chaahunga
Mithoon, Arijit Singh, Shashaa Tirupati",141,151,17,"1,495,578"
2025-01-16,"142
8","Pal
Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole",34,150,193,"1,480,774"
2025-01-16,"143
21","Nazm Nazm
Arko",106,122,6,"1,470,616"
2025-01-16,"144
11","Admirin' You (feat. Preston Pablo)
Karan Aujla, Ikky, Preston Pablo",24,133,76,"1,470,407"
2025-01-16,"145
32","Espresso
Sabrina Carpenter",26,113,38,"1,462,551"
2025-01-16,"146
4","One Of The Girls (with JENNIE, Lily Rose Depp)
The Weeknd, JENNIE, Lily-Rose Depp",98,142,54,"1,462,125"
2025-01-16,"147
 – ","Kalank - Title Track
Pritam, Arijit Singh",5,147,4,"1,459,501"
2025-01-16,"148
22","Lalkara
Diljit Dosanjh, Intense, Sultaan",22,126,67,"1,457,859"
2025-01-16,"149
3","Humnava Mere
Jubin Nautiyal, Rocky - Shiv",66,152,20,"1,453,827"
2025-01-16,"150
5","Teri Deewani
Kailash Kher, Paresh Kamath, Naresh Kamath",143,145,5,"1,442,156"
2025-01-16,"151
28","2 Khatole
Masoom Sharma, Manjeet Mor, Chahal Saab, Vikash Rajana",151,179,2,"1,439,419"
2025-01-16,"152
11","Bolna (From ""Kapoor & Sons (Since 1921)"")
Tanishk Bagchi, Arijit Singh, Asees Kaur",59,141,65,"1,437,991"
2025-01-16,"153
33","Main Rang Sharbaton Ka
Atif Aslam, Chinmayi, Pritam",73,120,3,"1,419,669"
2025-01-16,"154
6","Raabta
Pritam, Arijit Singh",41,160,13,"1,410,973"
2025-01-16,"155
38","NaaNaa Hyraanaa
Thaman S, Karthik, Shreya Ghoshal, Saraswati Putra Ramajogayya Sastry",143,193,2,"1,410,971"
2025-01-16,"156
18","ANTIDOTE
Karan Aujla",32,138,29,"1,408,727"
2025-01-16,"157
21","G.O.A.T.
Diljit Dosanjh",1,136,19,"1,403,879"
2025-01-16,"158
New","Tu Ru Ruu
Harrdy Sandhu, Bunny, Sagar",158,—,1,"1,402,766"
2025-01-16,"159
10","Hua Main (From ""ANIMAL"")
Raghav Chaitanya, Manoj Muntashir, Pritam",6,149,66,"1,396,571"
2025-01-16,"160
18","Banjaara (From ""Ek Villain"")
Mohammed Irfan",146,178,2,"1,390,224"
2025-01-16,"161
13","Zaalima
Arijit Singh, Harshdeep Kaur",78,174,4,"1,389,515"
2025-01-16,"162
18","Zara Sa
Pritam, KK",33,180,16,"1,387,529"
2025-01-16,"163
23","Jaanam (From ""Bad Newz"")
Vishal Mishra",7,140,7,"1,386,309"
2025-01-16,"164
24","Piya O Re Piya
Atif Aslam, Shreya Ghoshal, Sachin-Jigar",114,188,2,"1,385,229"
2025-01-16,"165
3","Tujhe Bhula Diya
Vishal-Shekhar, Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak",94,168,19,"1,383,124"
2025-01-16,"166
4","Perfect
Ed Sheeran",29,162,248,"1,382,216"
2025-01-16,"167
4","Timeless (feat. Playboi Carti)
The Weeknd, Playboi Carti",163,163,4,"1,378,168"
2025-01-16,"168
4","Chahun Main Ya Naa (From ""Aashiqui 2"")
Palak Muchhal, Arijit Singh",108,164,61,"1,376,967"
2025-01-16,"169
4","Asal Mein
Darshan Raval",21,165,99,"1,362,904"
2025-01-16,"170
28","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]
Shreya Ghoshal, Devi Sri Prasad, Chandra Bose",89,198,7,"1,361,392"
2025-01-16,"171
14","Guzarish
Javed Ali",148,157,14,"1,354,871"
2025-01-16,"172
45","Khuda Jaane
Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",37,127,87,"1,350,380"
2025-01-16,"173
New","Ahista Ahista
Kazinama, Musarrat Nazir",173,—,1,"1,348,949"
2025-01-16,"174
21","Up To U
Dhanda Nyoliwala",58,153,10,"1,346,472"
2025-01-16,"175
New","Tere Naina
Shankar-Ehsaan-Loy, Shafqat Amanat Ali",175,—,1,"1,332,531"
2025-01-16,"176
10","Starboy
The Weeknd, Daft Punk",12,166,136,"1,329,652"
2025-01-16,"177
8","Samjhawan
Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",70,185,3,"1,327,894"
2025-01-16,"178
8","Beete Lamhein (From ""The Train"")
KK",75,170,36,"1,319,793"
2025-01-16,"179
11","Dil Se Dil Tak (From ""Bawaal"")
Akashdeep Sengupta, Laqshay Kapoor, Kausar Munir, Suvarna Tiwari",38,190,6,"1,319,540"
2025-01-16,"180
15","Mahiye Jinna Sohna
Darshan Raval",2,195,2,"1,317,706"
2025-01-16,"181
5","Kissik (From ""Pushpa 2 The Rule"") [HINDI]
Lothika, Sublahshini, Devi Sri Prasad, Raqueeb Alam",122,176,5,"1,317,533"
2025-01-16,"182
38","Duniyaa (From ""Luka Chuppi"")
Akhil, Dhvani Bhanushali, Kunaal Vermaa, Abhijit Vaghani",1,144,308,"1,307,622"
2025-01-16,"183
14","Hale Dil
Harshit Saxena",98,197,2,"1,301,748"
2025-01-16,"184
Re-Entry","Ayudha Pooja [TELUGU]
Kala Bhairava, Anirudh Ravichander, Ramajogayya Sastry",50,—,1,"1,297,230"
2025-01-16,"185
16","Kabhi Kabhi Aditi
Rashid Ali",58,169,54,"1,291,233"
2025-01-16,"186
3","King Shit
Shubh",5,189,54,"1,287,079"
2025-01-16,"187
3","Zihaal e Miskin
Javed-Mohsin, Vishal Mishra, Shreya Ghoshal",7,184,13,"1,286,167"
2025-01-16,"188
7","9:45
Prabh Singh, Jay Trak, Rooh Sandhu",9,181,80,"1,284,706"
2025-01-16,"189
5","Kun Faya Kun
A.R. Rahman, Javed Ali, Mohit Chauhan",60,194,2,"1,283,982"
2025-01-16,"190
19","Night Changes
One Direction",22,171,190,"1,283,264"
2025-01-16,"191
18","Choo Lo
The Local Train",49,173,81,"1,281,637"
2025-01-16,"192
Re-Entry","52 Bars
Karan Aujla, Ikky",12,—,1,"1,267,483"
2025-01-16,"193
26","Qaafirana
Amit Trivedi, Arijit Singh, Nikhita Gandhi",40,167,3,"1,265,757"
2025-01-16,"194
2","Blender
Masoom Sharma, Swara Verma, Dev Chouhan, Pooja Saxena",192,192,2,"1,265,021"
2025-01-16,"195
49","Nain Matakka - From ""Baby John""
Thaman S, Diljit Dosanjh, Dhee, Irshad Kamil",100,146,6,"1,263,455"
2025-01-16,"196
Re-Entry","Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")
Raghav, Tanishk Bagchi, Asees Kaur",5,—,1,"1,255,822"
2025-01-16,"197
3","Check It Out
Parmish Verma, Paradox",19,200,5,"1,251,720"
2025-01-16,"198
16","Alag Aasmaan
Anuv Jain",30,182,63,"1,251,595"
2025-01-16,"199
40","Channa Ve - From ""Bhoot - Part One: The Haunted Ship""
Mansheel Gujral, Akhil Sachdeva",33,159,5,"1,245,181"
2025-01-16,"200
New","Sawadeeka (From ""Vidaamuyarchi"")
Anirudh Ravichander, Anthony Daasan, Arivu",200,—,1,"1,244,838"
2025-01-23,"1
 – ","Sahiba
Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma",1,1,9,"7,586,260"
2025-01-23,"2
 – ","Ishq Hai
Anurag Saikia, Raj Shekhar, Romy, Amarabha Banerjee, Varun Jain, Madhubanti Bagchi, Mismatched - Cast",1,2,6,"7,181,878"
2025-01-23,"3
1","Raanjhan (From ""Do Patti"")
Sachet-Parampara, Parampara Tandon, Kausar Munir",2,4,14,"6,386,281"
